CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
3163,4,7,16,32,42,55,28,60000000,28/03/2018
3162,1,17,32,46,47,54,18,55900000,25/03/2018
3161,5,25,26,40,44,54,18,52700000,21/03/2018
3160,18,22,25,36,37,50,49,49000000,18/03/2018
3159,2,18,30,33,34,50,48,45700000,14/03/2018
3158,10,26,30,42,45,49,47,41700000,11/03/2018
3157,14,17,23,25,47,51,6,38500000,07/03/2018
3156,5,16,21,28,41,52,42,34800000,04/03/2018
3155,3,4,26,27,32,38,28,31800000,28/02/2018
3154,6,8,23,24,28,31,34,30600000,25/02/2018
3153,9,12,19,24,48,56,27,30600000,21/02/2018
3152,19,36,38,41,48,53,54,30500000,18/02/2018
3151,2,26,51,52,53,56,7,30400000,14/02/2018
3150,21,34,40,44,48,52,16,30300000,11/02/2018
3149,4,23,26,34,49,54,13,30200000,07/02/2018
3148,1,23,32,34,39,52,8,30100000,04/02/2018
3147,7,15,23,34,37,45,43,30000000,31/01/2018
3146,4,10,31,39,51,52,8,39500000,28/01/2018
3145,6,10,13,25,29,45,3,37000000,24/01/2018
3144,9,17,18,25,28,47,6,34000000,21/01/2018
3143,11,19,27,28,32,54,45,31000000,17/01/2018
3142,7,22,31,35,51,55,10,30700000,14/01/2018
3141,1,15,17,25,32,37,29,30600000,10/01/2018
3140,10,14,19,32,34,48,24,30500000,07/01/2018
3139,24,34,35,36,45,54,25,30400000,03/01/2018
3138,2,10,13,16,18,38,4,30300000,31/12/2017
3137,4,16,37,38,44,46,52,30200000,27/12/2017
3136,2,8,12,23,30,55,33,30100000,24/12/2017
3135,4,5,10,19,29,37,22,30000000,20/12/2017
3134,19,28,32,47,52,55,40,31900000,17/12/2017
3133,7,25,33,35,47,49,13,30800000,13/12/2017
3132,11,17,20,21,28,55,45,30700000,10/12/2017
3131,27,32,34,35,48,55,36,30600000,06/12/2017
3130,19,27,28,29,32,50,56,30500000,03/12/2017
3129,21,22,38,42,43,47,10,30400000,29/11/2017
3128,7,23,25,27,31,32,5,30300000,26/11/2017
3127,13,19,25,33,40,46,36,30200000,22/11/2017
3126,5,8,12,16,25,51,36,30100000,19/11/2017
3125,4,6,10,17,20,29,7,30000000,15/11/2017
3124,9,12,13,14,15,53,6,174400000,12/11/2017
3123,1,11,17,19,23,31,48,171500000,08/11/2017
3122,16,21,24,36,47,53,42,167500000,05/11/2017
3121,2,29,30,36,39,44,12,164900000,01/11/2017
3120,3,28,38,43,46,54,9,160700000,29/10/2017
3119,2,17,30,33,42,55,39,157500000,25/10/2017
3118,12,15,25,39,43,51,18,154000000,22/10/2017
3117,6,8,26,32,37,42,50,151000000,18/10/2017
3116,1,5,6,10,13,44,52,148000000,15/10/2017
3115,3,22,23,42,48,50,20,145000000,11/10/2017
3114,8,16,32,40,46,55,52,141000000,08/10/2017
3113,14,17,26,38,39,50,27,137000000,04/10/2017
3112,4,16,29,36,47,54,1,133000000,01/10/2017
3111,3,10,14,23,47,51,25,130000000,27/09/2017
3110,10,17,22,39,46,49,7,127000000,24/09/2017
3109,4,5,11,40,52,54,43,125000000,20/09/2017
3108,18,20,37,40,54,56,44,121000000,17/09/2017
3107,4,6,19,21,43,54,16,118000000,13/09/2017
3106,2,6,24,34,43,45,26,114500000,10/09/2017
3105,26,29,41,48,49,50,33,111000000,06/09/2017
3104,2,3,19,38,40,47,39,107000000,03/09/2017
3103,1,5,11,21,27,46,26,104000000,30/08/2017
3102,12,25,31,35,44,46,48,100000000,27/08/2017
3101,4,12,15,30,40,45,2,97500000,23/08/2017
3100,7,12,20,21,28,31,42,95000000,20/08/2017
3099,21,33,34,42,48,51,17,91500000,16/08/2017
3098,8,25,27,29,31,43,56,88000000,13/08/2017
3097,2,3,37,40,42,52,16,85500000,09/08/2017
3096,2,5,6,19,42,47,34,82000000,06/08/2017
3095,13,16,17,19,49,50,47,78500000,02/08/2017
3094,9,13,36,47,48,54,14,75000000,30/07/2017
3093,14,18,22,30,37,49,28,72000000,26/07/2017
3092,1,7,24,34,40,46,38,69000000,23/07/2017
3091,1,5,14,22,35,55,40,66500000,19/07/2017
3090,17,18,23,38,42,46,36,63000000,16/07/2017
3089,6,8,28,36,38,42,25,60000000,12/07/2017
3088,5,11,12,26,31,46,56,57000000,09/07/2017
3087,2,8,23,45,46,54,18,53800000,05/07/2017
3086,6,9,20,32,36,38,45,50500000,02/07/2017
3085,2,18,19,20,26,55,33,47900000,28/06/2017
3084,4,20,27,32,51,56,38,44500000,25/06/2017
3083,2,19,20,26,32,56,46,41400000,21/06/2017
3082,15,21,28,53,54,56,30,38000000,18/06/2017
3081,15,17,19,25,55,56,11,35000000,14/06/2017
3080,13,20,41,43,44,52,14,31500000,11/06/2017
3079,5,11,29,30,33,53,32,30800000,07/06/2017
3078,4,20,33,35,43,53,45,30700000,04/06/2017
3077,1,3,18,26,35,38,37,30600000,31/05/2017
3076,12,16,20,35,38,56,30,30500000,28/05/2017
3075,2,12,23,42,52,53,19,30400000,24/05/2017
3074,1,19,24,26,49,56,22,30300000,21/05/2017
3073,3,23,28,32,40,49,14,30200000,17/05/2017
3072,6,10,38,42,47,51,1,30100000,14/05/2017
3071,2,22,23,40,45,47,25,30000000,10/05/2017
3070,5,8,10,35,36,49,14,42000000,07/05/2017
3069,37,42,48,50,51,52,46,38500000,03/05/2017
3068,3,4,10,24,48,54,2,35200000,30/04/2017
3067,2,6,24,31,51,52,27,32600000,26/04/2017
3066,2,9,12,13,23,33,5,30900000,23/04/2017
3065,13,14,18,29,49,53,44,30800000,19/04/2017
3064,6,18,20,37,39,51,17,30700000,16/04/2017
3063,16,32,36,37,41,56,5,30600000,12/04/2017
3062,10,13,16,23,36,50,14,30500000,09/04/2017
3061,7,17,24,31,41,46,18,30400000,05/04/2017
3060,8,25,29,40,44,55,46,30300000,02/04/2017
3059,10,20,23,25,26,55,29,30200000,29/03/2017
3058,8,10,11,12,26,39,45,30100000,26/03/2017
3057,8,15,19,29,45,49,17,30000000,22/03/2017
3056,4,6,11,19,27,40,24,110700000,19/03/2017
3055,11,12,20,36,48,56,6,108000000,15/03/2017
3054,27,30,33,34,42,44,50,104000000,12/03/2017
3053,1,6,25,43,51,54,48,101200000,08/03/2017
3052,1,11,13,40,52,55,7,97200000,05/03/2017
3051,1,10,45,48,52,55,28,93800000,01/03/2017
3050,18,28,34,36,40,52,21,90000000,26/02/2017
3049,4,5,20,30,44,55,21,87000000,22/02/2017
3048,19,24,30,37,41,46,33,83000000,19/02/2017
3047,2,3,11,21,41,46,37,80000000,15/02/2017
3046,16,21,24,29,47,52,9,76500000,12/02/2017
3045,18,28,37,40,44,56,38,73000000,08/02/2017
3044,1,8,30,37,42,54,4,69300000,05/02/2017
3043,6,9,13,21,35,39,10,66000000,01/02/2017
3042,5,19,26,42,51,54,8,63000000,29/01/2017
3041,12,20,22,25,46,48,50,60000000,25/01/2017
3040,10,13,33,43,52,56,12,56000000,22/01/2017
3039,21,29,30,36,40,48,56,52500000,18/01/2017
3038,1,9,31,36,48,55,49,49000000,15/01/2017
3037,18,29,30,41,53,54,24,45000000,11/01/2017
3036,15,16,40,42,50,51,1,40300000,08/01/2017
3035,3,9,21,23,24,25,36,38500000,04/01/2017
3034,42,43,45,49,51,56,6,34000000,01/01/2017
3033,14,19,27,33,40,45,54,30800000,28/12/2016
3032,10,15,16,20,33,47,37,30700000,25/12/2016
3031,9,12,23,33,46,54,17,30600000,21/12/2016
3030,9,21,24,28,34,56,11,30500000,18/12/2016
3029,9,15,18,25,42,52,2,30400000,14/12/2016
3028,2,13,25,26,33,35,32,30300000,11/12/2016
3027,10,25,33,34,43,50,47,30200000,07/12/2016
3026,2,9,21,27,40,43,44,30100000,04/12/2016
3025,12,20,27,31,42,50,29,30000000,30/11/2016
3024,6,7,14,22,44,45,38,384000000,27/11/2016
3023,35,38,43,45,49,54,46,379000000,23/11/2016
3022,2,7,35,40,45,55,12,374000000,20/11/2016
3021,6,25,28,34,39,52,7,370000000,16/11/2016
3020,2,8,14,22,48,52,26,365500000,13/11/2016
3019,16,19,31,35,38,45,9,361000000,09/11/2016
3018,2,19,20,21,33,45,30,356000000,06/11/2016
3017,8,11,30,37,49,56,51,352000000,02/11/2016
3016,10,13,31,47,50,55,40,347000000,30/10/2016
3015,28,32,35,37,46,56,6,342000000,26/10/2016
3014,2,10,13,29,35,48,8,337000000,23/10/2016
3013,3,18,28,44,51,53,25,333000000,19/10/2016
3012,11,16,19,25,28,50,6,329000000,16/10/2016
3011,4,11,23,28,29,48,6,325000000,12/10/2016
3010,4,8,18,25,32,38,55,320000000,09/10/2016
3009,2,5,18,22,25,40,1,316500000,05/10/2016
3008,8,17,19,26,33,37,41,312500000,02/10/2016
3007,5,12,25,29,34,48,42,309000000,28/09/2016
3006,1,5,15,26,40,46,14,304000000,25/09/2016
3005,4,24,28,46,50,56,16,300000000,21/09/2016
3004,21,27,44,47,52,54,16,295000000,18/09/2016
3003,2,9,18,21,29,53,7,292000000,14/09/2016
3002,7,15,38,39,42,52,9,287000000,11/09/2016
3001,29,31,38,39,46,54,48,283000000,07/09/2016
3000,16,32,37,39,48,55,17,277000000,04/09/2016
2999,5,15,16,21,47,48,23,273400000,31/08/2016
2998,3,15,32,38,40,53,24,269000000,28/08/2016
2997,22,24,27,28,29,47,51,265000000,24/08/2016
2996,27,34,40,45,52,54,3,259900000,21/08/2016
2995,7,18,19,31,35,54,46,256000000,17/08/2016
2994,10,11,18,33,43,48,40,251000000,14/08/2016
2993,21,24,30,31,43,45,10,247500000,10/08/2016
2992,18,19,25,30,33,35,43,242500000,07/08/2016
2991,10,18,39,44,45,55,40,238000000,03/08/2016
2990,7,13,19,33,44,48,53,234000000,31/07/2016
2989,24,30,33,41,43,44,28,230000000,27/07/2016
2988,3,12,22,33,39,49,40,226000000,24/07/2016
2987,4,12,29,43,46,53,9,222000000,20/07/2016
2986,5,10,14,15,36,56,53,218000000,17/07/2016
2985,10,16,21,26,39,51,56,213000000,13/07/2016
2984,2,16,24,25,30,45,51,209000000,10/07/2016
2983,4,21,24,36,41,47,9,205000000,06/07/2016
2982,11,23,43,47,48,54,49,200500000,03/07/2016
2981,10,15,17,18,35,50,30,196500000,29/06/2016
2980,15,24,25,29,46,54,21,192000000,26/06/2016
2979,9,14,30,32,45,56,12,188000000,22/06/2016
2978,2,15,25,30,39,50,31,183500000,19/06/2016
2977,6,15,17,29,31,56,51,180000000,15/06/2016
2976,5,8,15,43,44,52,56,176000000,12/06/2016
2975,2,14,21,28,38,39,42,172000000,08/06/2016
2974,9,16,19,24,32,53,47,167400000,05/06/2016
2973,7,13,17,24,32,56,12,164000000,01/06/2016
2972,8,21,22,31,33,56,19,160700000,29/05/2016
2971,3,4,7,30,45,55,42,157500000,25/05/2016
2970,1,9,29,32,45,47,17,153000000,22/05/2016
2969,12,28,30,38,39,44,37,149400000,18/05/2016
2968,5,6,14,15,35,48,55,145400000,15/05/2016
2967,6,7,15,17,51,52,40,142000000,11/05/2016
2966,4,21,23,33,52,55,29,137000000,08/05/2016
2965,2,3,4,5,25,40,43,133700000,04/05/2016
2964,2,21,23,31,36,52,34,129800000,01/05/2016
2963,24,29,31,35,46,55,19,125900000,27/04/2016
2962,22,26,41,42,44,54,34,121000000,24/04/2016
2961,5,30,36,37,44,51,29,117500000,20/04/2016
2960,3,4,15,19,22,38,42,113000000,17/04/2016
2959,2,8,9,15,31,36,10,110400000,13/04/2016
2958,3,12,14,29,32,44,53,107000000,10/04/2016
2957,1,4,15,20,21,54,49,103000000,06/04/2016
2956,37,40,45,50,51,54,23,98000000,03/04/2016
2955,15,21,28,47,49,55,31,95000000,30/03/2016
2954,1,6,19,31,49,54,55,90000000,27/03/2016
2953,24,31,38,40,52,53,34,86000000,23/03/2016
2952,21,27,34,44,55,56,53,82000000,20/03/2016
2951,17,25,35,39,42,54,36,78500000,16/03/2016
2950,11,17,22,34,36,46,3,74600000,13/03/2016
2949,11,26,32,42,43,56,29,71000000,09/03/2016
2948,1,12,13,16,45,48,5,67000000,06/03/2016
2947,1,2,12,17,21,27,48,64000000,02/03/2016
2946,5,6,8,38,50,51,44,59000000,28/02/2016
2945,13,16,23,26,34,37,25,56000000,24/02/2016
2944,3,5,19,20,27,54,1,52000000,21/02/2016
2943,10,13,16,23,26,50,43,48500000,17/02/2016
2942,6,27,31,42,45,52,9,44000000,14/02/2016
2941,10,24,27,38,40,48,54,40000000,10/02/2016
2940,18,24,47,48,50,56,8,35000000,07/02/2016
2939,5,14,19,33,46,49,22,34000000,03/02/2016
2938,13,18,20,29,40,56,23,33500000,31/01/2016
2937,31,45,46,50,51,52,54,33000000,27/01/2016
2936,7,11,14,45,47,54,12,32500000,24/01/2016
2935,3,4,18,31,41,43,9,31500000,20/01/2016
2934,14,35,42,43,49,50,31,31000000,17/01/2016
2933,5,21,37,40,46,56,31,30000000,13/01/2016
2932,14,17,18,39,43,53,1,124000000,10/01/2016
2931,12,30,42,43,49,53,45,119000000,06/01/2016
2930,1,9,12,16,24,47,46,115000000,03/01/2016
2929,2,6,20,30,33,37,49,110000000,30/12/2015
2928,3,6,18,32,46,54,25,107500000,27/12/2015
2927,4,11,29,38,40,46,2,102500000,23/12/2015
2926,9,14,18,28,40,45,50,98000000,20/12/2015
2925,3,26,35,38,50,55,20,93000000,16/12/2015
2924,11,20,29,32,37,40,56,88000000,13/12/2015
2923,2,3,4,21,25,39,32,85000000,09/12/2015
2922,1,12,19,21,40,44,17,80000000,06/12/2015
2921,4,13,21,40,46,47,48,76000000,02/12/2015
2920,1,7,33,35,48,52,44,71500000,29/11/2015
2919,9,27,36,38,41,52,23,68000000,25/11/2015
2918,4,12,16,18,46,52,31,64000000,22/11/2015
2917,17,22,48,49,50,53,37,59500000,18/11/2015
2916,3,10,12,18,33,46,31,55500000,15/11/2015
2915,7,12,29,34,35,39,1,52000000,11/11/2015
2914,3,12,16,25,32,35,22,48000000,08/11/2015
2913,3,6,12,30,48,55,24,44500000,04/11/2015
2912,8,17,20,28,29,55,3,40000000,01/11/2015
2911,4,8,24,37,43,51,5,38000000,28/10/2015
2910,4,7,21,25,48,49,1,37000000,25/10/2015
2909,3,4,7,30,45,52,6,36000000,21/10/2015
2908,5,13,23,33,44,56,53,35000000,18/10/2015
2907,1,15,17,25,37,45,9,34000000,14/10/2015
2906,5,15,28,37,46,49,8,33000000,11/10/2015
2905,4,27,41,45,48,54,51,32000000,07/10/2015
2904,3,15,20,36,40,56,35,31000000,04/10/2015
2903,7,20,23,24,27,42,16,30000000,30/09/2015
2902,5,16,25,27,35,45,42,546000000,27/09/2015
2901,2,8,9,25,46,52,53,541000000,23/09/2015
2900,2,13,18,20,21,52,46,535000000,20/09/2015
2899,13,18,30,33,36,51,37,530500000,16/09/2015
2898,10,18,25,33,38,49,1,524500000,13/09/2015
2897,4,8,24,25,26,37,27,521000000,09/09/2015
2896,9,10,15,41,46,49,43,515000000,06/09/2015
2895,16,19,30,38,40,49,6,509000000,02/09/2015
2894,12,13,16,26,30,49,45,503500000,30/08/2015
2893,2,22,28,32,33,51,9,498500000,26/08/2015
2892,1,3,5,24,42,46,26,493000000,23/08/2015
2891,15,22,27,28,30,31,50,488500000,19/08/2015
2890,8,16,17,26,31,37,12,483500000,16/08/2015
2889,3,16,20,28,40,55,54,478500000,12/08/2015
2888,13,14,23,35,37,40,28,473000000,09/08/2015
2887,23,25,29,33,46,49,40,468000000,05/08/2015
2886,5,13,19,29,30,56,21,462500000,02/08/2015
2885,1,11,20,27,39,41,45,458000000,29/07/2015
2884,2,16,30,35,51,53,17,452500000,26/07/2015
2883,11,12,17,32,36,54,51,448000000,22/07/2015
2882,1,15,26,30,49,52,10,442500000,19/07/2015
2881,19,22,41,48,51,55,39,437000000,15/07/2015
2880,12,16,30,32,37,49,5,432000000,12/07/2015
2879,6,9,27,32,37,44,17,428000000,08/07/2015
2878,1,5,10,17,34,40,9,423000000,05/07/2015
2877,1,17,20,29,35,51,49,418000000,01/07/2015
2876,3,16,28,30,40,54,32,412500000,28/06/2015
2875,2,4,16,38,50,52,54,408000000,24/06/2015
2874,3,6,23,25,34,35,15,404000000,21/06/2015
2873,1,4,11,17,44,52,42,400000000,17/06/2015
2872,4,10,12,22,32,51,29,394500000,14/06/2015
2871,16,24,32,36,51,52,19,390000000,10/06/2015
2870,14,33,42,45,51,55,50,384500000,07/06/2015
2869,2,20,31,35,48,53,18,379000000,03/06/2015
2868,1,10,11,33,37,47,16,374000000,31/05/2015
2867,3,26,27,38,44,56,50,370000000,27/05/2015
2866,7,8,23,34,47,52,37,364500000,24/05/2015
2865,3,4,17,19,21,49,1,361000000,20/05/2015
2864,7,23,25,29,33,50,28,357000000,17/05/2015
2863,21,25,27,36,47,54,34,353000000,13/05/2015
2862,11,12,18,40,53,56,43,348000000,10/05/2015
2861,5,7,29,36,38,41,46,344000000,06/05/2015
2860,9,14,22,35,37,47,46,339000000,03/05/2015
2859,24,29,42,44,52,53,10,334500000,29/04/2015
2858,10,28,33,37,46,52,23,329500000,26/04/2015
2857,2,11,16,24,31,37,21,325500000,22/04/2015
2856,6,15,20,24,37,51,16,320500000,19/04/2015
2855,4,8,10,18,46,56,29,316000000,15/04/2015
2854,7,18,23,31,35,36,32,311000000,12/04/2015
2853,4,10,40,42,45,46,30,306000000,08/04/2015
2852,5,6,14,15,31,46,32,302000000,05/04/2015
2851,24,25,26,32,39,47,19,297000000,01/04/2015
2850,3,7,17,38,39,50,51,293500000,29/03/2015
2849,3,31,39,43,44,50,19,289000000,25/03/2015
2848,22,33,40,41,42,48,23,283500000,22/03/2015
2847,8,34,43,49,54,55,27,279000000,18/03/2015
2846,9,18,28,29,41,50,32,274000000,15/03/2015
2845,8,11,22,23,38,41,49,270500000,11/03/2015
2844,11,17,19,24,43,49,15,265500000,08/03/2015
2843,17,22,24,31,43,50,12,261500000,04/03/2015
2842,4,5,25,35,48,53,22,256000000,01/03/2015
2841,6,8,29,47,48,50,22,252000000,25/02/2015
2840,4,25,31,44,49,56,21,247000000,22/02/2015
2839,3,10,19,34,44,54,2,242500000,18/02/2015
2838,8,9,11,20,22,40,48,238000000,15/02/2015
2837,3,6,25,45,46,48,43,233500000,11/02/2015
2836,3,6,11,24,31,51,47,229000000,08/02/2015
2835,1,2,13,27,29,34,42,225000000,04/02/2015
2834,6,17,27,32,34,40,20,220000000,01/02/2015
2833,1,10,12,32,36,48,20,216000000,28/01/2015
2832,24,27,40,41,54,55,26,211000000,25/01/2015
2831,3,6,14,28,30,39,31,207000000,21/01/2015
2830,5,12,22,41,44,47,26,203000000,18/01/2015
2829,1,15,26,40,45,46,28,198000000,14/01/2015
2828,4,15,18,30,38,49,53,193000000,11/01/2015
2827,1,5,17,25,35,55,43,189500000,07/01/2015
2826,9,14,35,46,49,55,11,184000000,04/01/2015
2825,8,17,20,38,54,56,2,179000000,31/12/2014
2824,8,17,19,36,37,41,55,174000000,28/12/2014
2823,11,21,33,43,54,55,38,169000000,24/12/2014
2822,12,22,36,43,46,52,35,165000000,21/12/2014
2821,9,13,29,33,39,51,37,162500000,17/12/2014
2820,6,16,21,32,43,56,9,158000000,14/12/2014
2819,2,5,18,30,44,53,33,154000000,10/12/2014
2818,12,31,37,44,52,55,25,149000000,07/12/2014
2817,7,21,33,35,43,55,51,145500000,03/12/2014
2816,3,6,22,38,40,56,12,140000000,30/11/2014
2815,17,19,22,23,36,38,49,137000000,26/11/2014
2814,9,17,22,26,49,56,1,133000000,23/11/2014
2813,2,8,16,23,42,48,15,129000000,19/11/2014
2812,28,30,32,34,42,43,46,123500000,16/11/2014
2811,2,29,30,36,44,51,32,119000000,12/11/2014
2810,6,30,34,46,50,52,32,112500000,09/11/2014
2809,20,32,33,34,50,56,4,107000000,05/11/2014
2808,10,17,20,31,50,51,3,101000000,02/11/2014
2807,8,9,14,28,33,56,12,98000000,29/10/2014
2806,11,12,17,29,30,34,38,93000000,26/10/2014
2805,1,13,21,22,33,45,19,90000000,22/10/2014
2804,3,10,14,28,48,56,27,85000000,19/10/2014
2803,8,12,19,21,22,43,49,81500000,15/10/2014
2802,11,22,25,29,37,55,41,76500000,12/10/2014
2801,19,26,37,50,53,54,48,72000000,08/10/2014
2800,8,15,35,37,41,48,26,67000000,05/10/2014
2799,13,14,16,28,50,51,21,62000000,01/10/2014
2798,8,14,20,42,43,55,44,57000000,28/09/2014
2797,4,5,16,29,39,55,21,53000000,24/09/2014
2796,2,17,39,48,53,56,15,47000000,21/09/2014
2795,8,20,26,27,42,44,11,43500000,17/09/2014
2794,7,8,20,37,39,45,48,38500000,14/09/2014
2793,6,12,40,43,51,56,26,36000000,10/09/2014
2792,8,13,18,22,40,54,41,35000000,07/09/2014
2791,4,8,11,37,41,43,18,34000000,03/09/2014
2790,33,35,47,52,53,56,3,33000000,31/08/2014
2789,7,17,40,48,53,56,35,32000000,27/08/2014
2788,3,6,40,41,47,48,49,31000000,24/08/2014
2787,3,5,19,24,28,30,15,30000000,20/08/2014
2786,4,15,16,30,44,50,43,247000000,17/08/2014
2785,2,13,21,35,41,49,47,243000000,13/08/2014
2784,3,29,30,38,42,50,44,237000000,10/08/2014
2783,18,24,31,39,47,51,2,231500000,06/08/2014
2782,1,3,16,19,20,28,23,226000000,03/08/2014
2781,10,14,16,17,27,49,52,222000000,30/07/2014
2780,1,5,6,8,30,46,17,216500000,27/07/2014
2779,13,21,37,42,43,48,14,212500000,23/07/2014
2778,1,3,12,22,35,55,44,208000000,20/07/2014
2777,11,18,21,31,36,49,51,203000000,16/07/2014
2776,5,8,26,32,37,39,23,198000000,13/07/2014
2775,2,6,30,34,37,43,55,194000000,09/07/2014
2774,12,25,31,36,46,54,9,188000000,06/07/2014
2773,9,18,40,42,48,52,36,183000000,02/07/2014
2772,5,26,30,34,37,56,23,178000000,29/06/2014
2771,5,13,15,40,54,55,23,174000000,25/06/2014
2770,14,18,50,51,52,56,5,168000000,22/06/2014
2769,6,11,27,33,41,56,53,165000000,18/06/2014
2768,5,7,44,51,53,54,28,159000000,15/06/2014
2767,2,4,26,27,28,44,16,156000000,11/06/2014
2766,4,15,16,34,44,56,2,151000000,08/06/2014
2765,2,14,21,28,36,49,47,146500000,04/06/2014
2764,10,23,29,45,53,56,54,140500000,01/06/2014
2763,1,6,15,22,34,39,21,137000000,28/05/2014
2762,14,33,41,43,52,56,38,131000000,25/05/2014
2761,4,8,15,36,39,45,28,127000000,21/05/2014
2760,4,11,12,40,45,51,55,121000000,18/05/2014
2759,12,15,31,50,54,55,11,116500000,14/05/2014
2758,12,20,33,46,50,51,54,111000000,11/05/2014
2757,6,18,36,48,50,52,28,106500000,07/05/2014
2756,5,6,33,34,46,55,38,101500000,04/05/2014
2755,4,20,29,31,44,48,49,97000000,30/04/2014
2754,11,18,31,35,39,42,34,91500000,27/04/2014
2753,8,16,21,39,50,52,4,87000000,23/04/2014
2752,15,17,19,22,31,53,10,83000000,20/04/2014
2751,10,22,29,30,32,33,51,79000000,16/04/2014
2750,6,19,23,25,28,42,47,75000000,13/04/2014
2749,8,11,14,36,49,55,15,71000000,09/04/2014
2748,2,14,27,42,46,50,21,66500000,06/04/2014
2747,34,44,45,51,52,56,53,61500000,02/04/2014
2746,7,11,26,38,39,56,14,57000000,30/03/2014
2745,1,13,19,29,41,46,50,53000000,26/03/2014
2744,1,9,12,19,31,34,21,49000000,23/03/2014
2743,1,2,4,31,32,46,11,44500000,19/03/2014
2742,10,26,40,44,50,54,6,39000000,16/03/2014
2741,1,4,20,21,24,34,22,37000000,12/03/2014
2740,28,31,32,44,51,52,20,36000000,09/03/2014
2739,5,16,17,24,41,47,36,35000000,05/03/2014
2738,4,6,20,21,45,55,38,34000000,02/03/2014
2737,16,19,23,29,33,49,36,33000000,26/02/2014
2736,7,24,27,39,45,52,12,32000000,23/02/2014
2735,13,18,26,30,31,53,37,31000000,19/02/2014
2734,2,7,10,27,34,54,32,30000000,16/02/2014
2733,10,15,23,24,36,49,29,181500000,12/02/2014
2732,3,6,19,28,48,52,13,176000000,09/02/2014
2731,2,3,7,26,30,48,53,172500000,05/02/2014
2730,5,7,8,23,26,55,50,168000000,02/02/2014
2729,7,9,29,44,48,55,23,164000000,29/01/2014
2728,5,16,30,31,38,52,35,158500000,26/01/2014
2727,2,9,15,16,21,42,24,155000000,22/01/2014
2726,7,14,23,26,43,49,12,151000000,19/01/2014
2725,6,13,27,32,47,52,18,146000000,15/01/2014
2724,13,15,19,33,49,53,26,141500000,12/01/2014
2723,7,10,13,23,34,44,51,137000000,08/01/2014
2722,1,5,28,48,49,55,22,131000000,05/01/2014
2721,5,6,7,25,33,50,51,128000000,01/01/2014
2720,24,30,40,41,55,56,3,121500000,29/12/2013
2719,9,10,30,35,41,48,29,117000000,25/12/2013
2718,5,13,20,32,36,56,25,113000000,22/12/2013
2717,7,26,31,44,45,53,51,108500000,18/12/2013
2716,8,16,18,46,52,55,22,103000000,15/12/2013
2715,6,13,17,20,31,50,9,99000000,11/12/2013
2714,4,5,22,28,31,37,30,95000000,08/12/2013
2713,5,15,24,25,37,39,49,90000000,04/12/2013
2712,2,7,12,35,51,54,13,85500000,01/12/2013
2711,7,13,23,37,48,49,53,82000000,27/11/2013
2710,10,29,32,42,43,47,8,77000000,24/11/2013
2709,2,10,25,30,32,56,50,72000000,20/11/2013
2708,4,5,30,43,45,51,29,68000000,17/11/2013
2707,8,9,12,30,43,51,29,64000000,13/11/2013
2706,4,9,20,25,28,37,29,60000000,10/11/2013
2705,4,13,22,34,37,39,44,56000000,06/11/2013
2704,4,19,24,39,49,55,36,51000000,03/11/2013
2703,3,4,18,20,26,28,10,47000000,30/10/2013
2702,8,9,23,37,48,53,11,43000000,27/10/2013
2701,5,16,22,26,31,41,11,40000000,23/10/2013
2700,9,23,26,28,37,54,20,37000000,20/10/2013
2699,7,13,19,27,50,54,28,36000000,16/10/2013
2698,1,21,23,30,46,47,5,35000000,13/10/2013
2697,20,22,30,33,45,49,10,34000000,09/10/2013
2696,16,36,37,52,55,56,47,33000000,06/10/2013
2695,5,10,15,16,21,30,49,32000000,02/10/2013
2694,12,32,34,45,46,51,26,31000000,29/09/2013
2693,7,8,10,29,46,55,1,30000000,25/09/2013
2692,10,21,33,44,50,53,5,65000000,22/09/2013
2691,5,8,9,17,29,50,23,62000000,18/09/2013
2690,6,8,20,23,39,47,40,57000000,15/09/2013
2689,4,9,25,32,38,40,49,54000000,11/09/2013
2688,10,14,16,31,33,46,15,49000000,08/09/2013
2687,5,8,10,24,37,55,14,45000000,04/09/2013
2686,4,11,21,31,42,43,7,40000000,01/09/2013
2685,12,18,19,39,43,48,51,37000000,28/08/2013
2684,6,22,26,30,35,55,47,36000000,25/08/2013
2683,3,6,21,22,39,43,16,35000000,21/08/2013
2682,4,6,14,17,34,39,24,34000000,18/08/2013
2681,2,5,19,20,35,52,45,33000000,14/08/2013
2680,2,15,17,25,33,43,28,32000000,11/08/2013
2679,6,12,20,26,34,40,27,31000000,07/08/2013
2678,14,22,26,28,43,54,49,30000000,04/08/2013
2677,11,13,22,27,31,34,25,639500000,31/07/2013
2676,4,5,19,40,45,50,52,632500000,28/07/2013
2675,13,17,18,35,53,56,25,627000000,24/07/2013
2674,8,20,32,43,51,53,55,619000000,21/07/2013
2673,12,17,35,44,49,53,54,612500000,17/07/2013
2672,2,14,26,31,37,48,41,605500000,14/07/2013
2671,17,32,42,44,47,49,23,598500000,10/07/2013
2670,13,25,31,44,47,49,40,591000000,07/07/2013
2669,2,3,34,36,48,55,56,584000000,03/07/2013
2668,12,25,30,35,43,45,21,576000000,30/06/2013
2667,4,12,26,34,49,53,11,569000000,26/06/2013
2666,22,23,28,35,51,52,4,559000000,23/06/2013
